ducc_info,test_flag,ba_abbreviation
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""比亚迪汽车巴西有限公司（巴伊亚州）"",""clientCode"":""tJk5NVlUOmH560joB4OF"",""briefCode"":""BYD_BR_BA"",""contractCode"":""ISPG-20241218224805"",""ebsContractCode"":""EKA2024A2780005"",""pin"":""巴西比亚迪采购账号"",""country"":""BR"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""BRL"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIBR-BYD_BR_BA"",""companyType"":""2"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":false,""autoConfirmStockUpOrder"":false,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588""},""storeId"":24682489,""iopPin"":""巴西工业内贸段"",""iopId"":""6"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""pt-BR"":""Português""},""countryNameMap"":{""zh"":""巴西站"",""en"":""Brazil Station"",""pt-BR"":""Esta??o Brasil""},""customerNameVn"":""BYD AUTO DO BRASIL LTDA"",""customerAddress"":""Av. Henry Ford - Polo Petroquímico, Cama?ari, 42.816-260, BAHIA, BRASIL"",""customerNameZh"":""比亚迪汽车巴西有限公司（巴伊亚州）"",""customerNameEn"":""BYD AUTO DO BRASIL LTDA（BA）"",""jdContractName"":""JINGDONG INDUSTRIALS DO BRASIL LTDA"",""jdContractAddress"":"""",""customerTax"":""50.351.104/0001-19"",""customerServiceStart"":""2024-11-10"",""customerServiceEnd"":""2026-11-09"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""zhoujuan58"",""审批人3"":""huangjingjing21""},""merchantId"":""10170""}",0,巴西 - 比亚迪（巴伊亚州）
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""PT Contemporary Amperex Technology Indonesia Battery"",""clientCode"":""1qLZXIL1qnbCHSePdlHh"",""briefCode"":""JDIID-CALTA"",""contractCode"":""ISPG-20241209162644"",""ebsContractCode"":"""",""pin"":""CATIB_IDPurchasing1"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-CALTA"",""companyType"":""1"",""wispOrderListShowStatus"":[4, 80, 90, 5, 99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":"""",""customerAddress"":""SOPO DEL OFFICE TOWER A 22ND FLOOR,JALANN MEGA KUINGAN,BARAT III LOT 10.1-6, MEGA KUNINGAN AREA, Desa/Kelurahan,Kuningan Timur, Kec. Setiabudi, Kota Adm.Jakarta Selatan, Provinsi DKl,Jakarta"",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""PT Contemporary Amperex Technology Indonesia Battery"",""customerNameEn"":""PT Contemporary Amperex Technology Indonesia Battery"",""customerTax"":""129038956063000"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10153""}",0,印尼 - 宁德时代
"{""clientName"":""匈牙利预选池"",""clientCode"":""YwdeIedww2qHUDjed82d"",""briefCode"":""HU-pre"",""contractCode"":""ISPG-202501032182301"",""pin"":"""",""country"":""HU"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""EUR"",""stations"":[0],""excludeDefaultVatFlag"":false,""storeId"":24682489,""iopPin"":""国际-匈牙利站"",""iopId"":""6"",""openArea"":""hu"",""language"":{""zh"":""中文"",""en"":""English""},""countryType"":1}",0,匈牙利 - 预选池
"{""clientName"":""巴西预选池"",""clientCode"":""YwdeIedww2qEEDjed82d"",""briefCode"":""BR-pre"",""contractCode"":""ISPG-20241202182301"",""pin"":"""",""country"":""BR"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""BRL"",""stations"":[0],""excludeDefaultVatFlag"":true,""storeId"":24682489,""iopPin"":""巴西工业内贸段"",""iopId"":""6"",""openArea"":""br"",""language"":{""pt-BR"":""Português"",""zh"":""中文"",""en"":""English""}}",0,巴西 - 预选池
"{""payType"":""1"",""tradeTerms"":""DAP"",""clientName"":""C?NG TY TNHH AAC TECHNOLOGIES VI?T NAM"",""clientCode"":""PJeNjki1azQiaC5MyszJ"",""briefCode"":""AAC"",""contractCode"":""ISPG-20250108133202"",""ebsContractCode"":""EKA2024A3191625"",""pin"":""AAC-Purchasing"",""country"":""VN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""VND"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-AAC"",""companyType"":""1"",""wispOrderListShowStatus"":[1, 3, 4, 80, 90, 5, 99],""orderMap"":{""closePriceConfirm"":""0"",""closeUserConfirmPrice"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588""},""storeId"":24682489,""iopPin"":""VNKUAJING"",""iopId"":""4"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English"",""vi"":""Ti?ng Vi?t""},""countryNameMap"":{""zh"":""越南站"",""vi"":""Tr?m Vi?t Nam""},""customerNameVn"":""C?NG TY TNHH AAC TECHNOLOGIES VI?T NAM"",""customerAddress"":""L? G10, Khu c?ng nghi?p Qu? V?, Ph??ng V?n D??ng, Thành ph? B?c Ninh, T?nh B?c Ninh, Vi?t Nam"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""customerNameZh"":""AAC TECHNOLOGIES VIET NAM CO.,LTD"",""customerNameEn"":""AAC TECHNOLOGIES VIET NAM CO.,LTD"",""customerTax"":""2300786620"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""wangyan138"",""审批人3"":""thanhthao.truongth1""},""merchantId"":""10170""}",0,越南 - 瑞声
"{""payType"":""1"",""tradeTerms"":""FOB"",""clientName"":""ESG新能源材料有限公司"",""clientCode"":""yjjdK90TrchGjwFNzDZF"",""briefCode"":""JDIID-ESG-单次"",""contractCode"":""ISPG-20250105123221"",""ebsContractCode"":""EKA2025A0093317"",""pin"":""ESG_IDPurchasing"",""country"":""CN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""CNY"",""stations"":[1],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-ESG-单次"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""customsCountryCode"":""ID""},""tradeRoute"":2249,""storeId"":24688213,""iopPin"":""广州晶东-A1"",""iopId"":""2"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""跨境站"",""en"":""Cross-border Station""},""customerNameVn"":"""",""customerAddress"":""SOPO DEL OFFICE TOWER LT. 22 UNIT A, JL. MEGA KUNINGAN BARAT 3 LOT 10, KAWASAN MEGA KUNINGAN NO 1-6, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos:12950"",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""ESG新能源材料有限公司"",""customerNameEn"":""PT. ESG NEW ENERGY MATERIAL-单次"",""customerTax"":""0501800346063000"",""customerServiceStart"":""2024-12-01"",""customerServiceEnd"":""2025-11-30"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170""}",0,格林美
"{""payType"":""1"",""tradeTerms"":""FOB"",""clientName"":""印尼青美能源材料有限公司"",""clientCode"":""TvjXhj15Gcq7FjO01sII"",""briefCode"":""JDIID-QM-单次"",""contractCode"":""ISPG-20250105123826"",""ebsContractCode"":""EKA2025A0113615"",""pin"":""QM_IDPurchasing"",""country"":""CN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""CNY"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-QM-单次"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""customsCountryCode"":""ID""},""tradeRoute"":2249,""storeId"":24688213,""iopPin"":""广州晶东-A1"",""iopId"":""2"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""跨境站"",""en"":""Cross-border Station""},""customerNameVn"":"""",""customerAddress"":""SOPO DEL OFFICE TOWER LT. 22 UNIT A, JL. MEGA KUNINGAN BARAT 3 LOT 10, KAWASAN MEGA KUNINGAN NO 1-6, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos:12950"",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""印尼青美能源材料有限公司"",""customerNameEn"":""PT INDONESIA QINGMEI ENERGY MATERIALS-单次"",""customerTax"":""0990926016063000"",""customerServiceStart"":""2024-12-01"",""customerServiceEnd"":""2025-11-30"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170""}",0,格林美
"{""payType"":""1"",""tradeTerms"":""FOB"",""clientName"":""格林爱科镍金属有限公司"",""clientCode"":""wWEDsEn59gsP6r7OlzLv"",""briefCode"":""JDIID-GEN-单次"",""contractCode"":""ISPG-20250103120257"",""ebsContractCode"":""EKA2025A0094653"",""pin"":""GEN_IDPurchasing"",""country"":""CN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""CNY"",""stations"":[1],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-GEN-单次"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""customsCountryCode"":""ID""},""tradeRoute"":2249,""storeId"":24688213,""iopPin"":""广州晶东-A1"",""iopId"":""2"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""跨境站"",""en"":""Cross-border Station""},""customerNameVn"":"""",""customerAddress"":""SOPO DEL OFFICE TOWER LT. 22 UNIT A, JL. MEGA KUNINGAN BARAT 3 LOT 10, KAWASAN MEGA KUNINGAN NO 1-6, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos:12950"",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""格林爱科镍金属有限公司"",""customerNameEn"":""PT. GREEN ECO NICKEL-单次"",""customerTax"":""0391496890063000"",""customerServiceStart"":""2024-12-01"",""customerServiceEnd"":""2025-11-30"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170""}",0,格林美
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""泰兴电路有限公司"",""clientCode"":""spdSPEWNkamCm9vzMWvu"",""briefCode"":""Thaixing"",""contractCode"":""ISPG-20250121120859"",""ebsContractCode"":""EKA2025A0615744"",""pin"":""Tcihuangmiaolin"",""country"":""TH"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""THB"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-Thaixing"",""companyType"":""2"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":true,""buyerName"":""Thaixing Circuits Co., Ltd."",""buyerTaxNo"":""0145566006417"",""buyerAddress"":""1 MOO 5, Rojana Road, Khan Ham Tambol, Uthai Amphur, Phra Nakhon Si Ayutthaya 13210"",""customerCompanyProperty"":""Head Office"",""nameMaxSize"":255,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588""},""storeId"":24682489,""iopPin"":""JDi_Thailand1"",""iopId"":""3"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""英文"",""th"":""泰语""},""countryNameMap"":{""zh"":""泰国站"",""en"":""Thailand Station"",""th"":""?????????""},""customerNameVn"":"""",""customerAddress"":""1 MOO 5, Rojana Road, Khan Ham Tambol, Uthai Amphur, Phra Nakhon Si Ayutthaya 13210 (Head Office)"",""jdContractName"":""JINGDONG INDUSTRIALS (THAILAND) CO, LTD"",""jdContractAddress"":""4/222 Moo 10 Tambon Tungsukla, Amphur Sriracha, Chonburi 20230, THAILAND."",""customerNameZh"":""泰兴电路有限公司"",""customerNameEn"":""Thaixing Circuits Co., Ltd."",""customerTax"":""0145566006417"",""customerServiceStart"":""2025-01-15"",""customerServiceEnd"":""2028-01-15"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""sunyaning8"",""审批人3"":""pithak.vatmon1""},""merchantId"":""10170""}",0,泰国 - 泰兴电路
"{""payType"":""1"",""tradeTerms"":""FOB"",""clientName"":""PT. GREEN ECO NICKEL"",""clientCode"":""g6kbhAJaImFIbZgeqo0U"",""briefCode"":""JDIID-GENA"",""contractCode"":""ISPG-20250214165124"",""ebsContractCode"":""EKA2025A0094653"",""pin"":""GEN_IDPurchasing1"",""country"":""CN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""CNY"",""stations"":[1],""excludeDefaultVatFlag"":true,""shippingMark"":""JDIVN-JDIID-GENA"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""customsCountryCode"":""ID""},""tradeRoute"":2249,""storeId"":24688213,""iopPin"":""广州晶东-A1"",""iopId"":""9"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""跨境站"",""en"":""Cross-border Station""},""customerNameVn"":"""",""customerAddress"":""SOPO DEL OFFICE TOWER LT. 22 UNIT A, JL. MEGA KUNINGAN BARAT 3 LOT 10, KAWASAN MEGA KUNINGAN NO 1-6, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos:12950"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":"""",""customerNameEn"":""PT. GREEN ECO NICKEL"",""customerTax"":""0391496890063000"",""customerServiceStart"":""2024-12-01"",""customerServiceEnd"":""2025-11-30"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170""}",0,印尼 - 格林美GEN
"{""payType"":""1"",""tradeTerms"":""DAP"",""clientName"":""C?NG TY TNHH KINGFA SCIENCE & TECHNOLOGY (VIETNAM)"",""clientCode"":""4jmgY3PR6jleTCGZbnpo"",""briefCode"":""KINGFA"",""contractCode"":""ISPG-20250110113820"",""ebsContractCode"":""EKA2024A3047774"",""pin"":""KF-Purchasing"",""country"":""VN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""VND"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-KINGFA"",""companyType"":""1"",""wispOrderListShowStatus"":[1,3,4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""0"",""closeUserConfirmPrice"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588""},""storeId"":24682489,""iopPin"":""VNKUAJING"",""iopId"":""4"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English"",""vi"":""Ti?ng Vi?t""},""countryNameMap"":{""zh"":""越南站"",""vi"":""Tr?m Vi?t Nam""},""customerNameVn"":""C?NG TY TNHH KINGFA SCIENCE & TECHNOLOGY (VIETNAM)"",""customerAddress"":""L? s? 9, ???ng N7, Khu c?ng nghi?p, c?ng ngh? cao Long Thành, Th? Tr?n Long Thành, Huy?n Long Thành, T?nh ??ng Nai, Vi?t Nam"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""customerNameZh"":""KINGFA SCIENCE & TECHNOLOGY (VIETNAM) COMPANY LIMITED"",""customerNameEn"":""KINGFA SCIENCE & TECHNOLOGY (VIETNAM) COMPANY LIMITED"",""customerTax"":""3603924293"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""wangyan138"",""审批人3"":""thanhthao.truongth1""},""merchantId"":""10170""}",0,越南 - 金发科技
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""PT BRIGHT MOBILE TELECOMMUNICATION"",""clientCode"":""IiY31LrF7lsVDhuscCs1"",""briefCode"":""JDIID-OPPOA"",""contractCode"":""ISPG-20250213181704"",""ebsContractCode"":"""",""pin"":""OPPO_IDPurchasing"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-JDIID-OPPOA"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":"""",""customerAddress"":""JL. KAWASAN INDUSTRI (BAYUR), Desa/Kelurahan Periuk Jaya, Kec. Periuk, Kota Tangerang, Provinsi Banten, Kode Pos:15131"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":"""",""customerNameZh"":""OPPO印尼"",""customerNameEn"":""PT BRIGHT MOBILE TELECOMMUNICATION"",""customerTax"":""806226544402000"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1"",""审批人3"":""zhaowei67""},""merchantId"":""10153""}",0,印尼 - OPPO
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""PT SMOORE TECHNOLOGY INDONESIA"",""clientCode"":""GLkymZ7BF93QutgL21Hp"",""briefCode"":""JDIID-SMOOREA"",""contractCode"":""ISPG-20250220140144"",""ebsContractCode"":""EKA2025A1393639"",""pin"":""STI_IDPurchasing"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-SMOOREA"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":""PT SMOORE TECHNOLOGY INDONESIA"",""customerAddress"":""JL. PERUSAHAAN NO. 46, Desa/Kelurahan Banjararum, Kec. Singosari,Kab. Malang, Provinsi Jawa Timur,Kode Pos:65153"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":"""",""customerNameZh"":""PT SMOORE TECHNOLOGY INDONESIA"",""customerNameEn"":""PT SMOORE TECHNOLOGY INDONESIA"",""customerTax"":""427456801657000"",""customerServiceStart"":""2025-03-01"",""customerServiceEnd"":""2028-02-28"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1"",""审批人3"":""zhaowei67""},""merchantId"":""10153""}",0,印尼 - 思摩尔
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""PT. ESG NEW ENERGY MATERIAL"",""clientCode"":""t4bTyv8UBd8nu0fAHToM"",""briefCode"":""JDIID-ESGA"",""contractCode"":""ISPG-20250228165908"",""ebsContractCode"":""EKA2025A1889661"",""pin"":""ESG_IDPurchasing-DDP"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-ESGA"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""buyerName"":""PT. ESG NEW ENERGY MATERIAL"",""buyerTaxNo"":""0501800346063000"",""buyerAddress"":""SOPO DEL OFFICE TOWER LT. 22 UNIT A, JL. MEGA KUNINGAN BARAT 3 LOT 10, KAWASAN MEGA KUNINGAN NO 1-6, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos:12950"",""customerCompanyProperty"":""/""},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":""PT. ESG NEW ENERGY MATERIAL"",""customerAddress"":""SOPO DEL OFFICE TOWER LT. 22 UNIT A, JL. MEGA KUNINGAN BARAT 3 LOT 10, KAWASAN MEGA KUNINGAN NO 1-6, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos:12950"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos:10130"",""customerNameZh"":""PT. ESG NEW ENERGY MATERIAL"",""customerNameEn"":""PT. ESG NEW ENERGY MATERIAL"",""customerTax"":""0501800346063000"",""customerServiceStart"":""2025-01-01"",""customerServiceEnd"":""2028-12-31"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170""}",0,印尼 - 格林美ESG
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""SPEEDMATRIX SDN. BHD."",""clientCode"":""KhYeVeAMhOes7LlUIrVe"",""briefCode"":""SPEEDMATRIX"",""contractCode"":""ISPG-20250225182634"",""ebsContractCode"":""EKA2025A1537265"",""pin"":""SPEEDMATRIX"",""country"":""MY"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""MYR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDI-MY-SPEEDMATRIX"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""buyerName"":""SPEEDMATRIX SDN. BHD."",""buyerTaxNo"":""202401005674 (1551524-M)"",""buyerAddress"":""19B, JALAN TAPAH,OFF JALAN GOH HOCK HUAT,KLANG SELANGOR"",""customerCompanyProperty"":""""},""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""iopId"":""5"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""马来西亚站"",""en"":""Malaysia Station"",""ms"":""Stesen Malaysia""},""customerNameVn"":""SPEEDMATRIX SDN. BHD."",""customerAddress"":""19B, JALAN TAPAH,OFF JALAN GOH HOCK HUAT,KLANG SELANGOR"",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":"""",""customerNameZh"":""SPEEDMATRIX SDN. BHD."",""customerNameEn"":""SPEEDMATRIX SDN. BHD."",""customerTax"":""202401005674 (1551524-M)"",""customerServiceStart"":""2025-02-24"",""customerServiceEnd"":""2026-02-24"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru""},""merchantId"":""10153""}",0,马来 - 上海硕曜
